50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_label,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,pass_xclaim,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.835634000000002,,,,,,,,,,,,,,,23756710-96bd-411f-8a22-65ff1fd1ea6e,14,,,"[70.9, 14.2]",4003744,0,0.011324672,0.0093585066,0.0019661654,0.0133015327,0.0189812239,-0.0056796912,-0.0076458566,,,,2.931709,,,Left Foot,,"[30.8, 22.7]",,Ground Pass,,40.99,,,,38.0,Midfield third - Left - Backwards - Long - Ground Pass,0.9285201382,0.9915673137,João Aniceto Grandela Nunes,7977.0,,,,,,,1,Regular Play,Bence Gergényi,404242.0,Left Back,4,Ujpest,1033,['72856da1-1e03-57cf-a765-36bfaf98623f'],22,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:22.371,Pass,
,,,,,,,,,,,,,,,,,1.5632589999999982,,,,,,,,,,,,,,,d9deea60-916f-4d7e-86e1-46d99bebb41d,17,,,"[27.4, 31.4]",4003744,0,0.010834815,0.0109723099,-0.0001374949,0.013130283,0.0127187017,0.0004115812,0.0005490761,,,,-0.974144,,,Right Foot,,"[38.8, 14.7]",,Ground Pass,,20.2,,,,30.0,Midfield third - Center - To left - Short - Ground Pass,0.3721635837,0.9776169062,Patrizio Stronati,27815.0,,,,,,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Center Back,4,Ujpest,1033,"['3e8d28d4-63ab-59e1-933e-d3af54d39618', 'd3f3cbdf-6630-5aca-b3ab-34e0eeb3f09a']",30,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:30.408,Pass,
,,,,,,,,,,,,,,,,,1.926889999999999,,,,,,,,,,,,,,,8add2445-ded1-4c0e-bf97-7b6f874fd901,20,,,"[30.0, 15.5]",4003744,0,0.0112517681,0.0118087353,-0.0005569672,0.0127428072,0.0119486963,0.0007941108,0.001351078,,,,1.67821,,,Left Foot,,"[27.1, 42.6]",,Ground Pass,,27.24,,,,38.0,Midfield third - Left - Backwards - Long - Ground Pass,0.6083007828,0.9957695007,João Aniceto Grandela Nunes,7977.0,,,,,,,1,Regular Play,Patrizio Stronati,27815.0,Left Center Back,4,Ujpest,1033,"['68272044-838a-5d90-b348-97869483d575', '53ed26dc-01e9-5f6c-8d37-90dacc5d9ed2']",33,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:33.950,Pass,
,,,,,,,,,,,,,,,,,3.292004000000001,,,,,,,,,,,,,,,0697d38f-5e11-4237-b1cf-869880d8121c,23,,,"[27.4, 44.6]",4003744,0,0.01265141,0.0117489621,0.0009024478,0.0112031894,0.0128273722,-0.0016241828,-0.0025266306,,,,-1.965862,,,Right Foot,,"[19.8, 26.5]",,Ground Pass,,19.64,,,,21.0,Defensive third - Center - To left - Short - Ground Pass,0.8914738166,0.9955934882,Patrizio Stronati,27815.0,,,,,,,1,Regular Play,João Aniceto Grandela Nunes,7977.0,Right Center Back,4,Ujpest,1033,"['733c0cad-c841-53f7-9861-0558badd71e6', '2d60ace1-67d1-525c-9ac5-9a96ebde8ce6']",38,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:38.629,Pass,
,,,,,,,,,,,,,,,,,0.8378110000000015,,,,,,,,,,,,,,,4022bc21-9b43-41ad-bebc-44af27b7d5ce,26,,,"[20.0, 24.8]",4003744,0,0.0126391463,0.0122372117,0.0004019346,0.01150194,0.0105170356,0.0009849044,0.0005829697,,,,-0.263698,,,Left Foot,,"[33.3, 21.2]",,Ground Pass,,13.73,,,,50.0,Defensive third - Left - Forwards - Short - Ground Pass,0.7319816276,0.9676787853,Tom Lacoux,68861.0,,,,,,,1,Regular Play,Patrizio Stronati,27815.0,Left Center Back,4,Ujpest,1033,"['6d586ab4-fb28-513b-8464-daaf426f3e17', '2bdbecb0-9dcc-5e28-8a49-f2aef1a88b50']",42,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:42.841,Pass,
,,,,,,,,,,,,,,,,,1.1642620000000024,,,,,,,,,,,,,,,e9fed7f8-9ac8-4db3-aeba-017ba3119c1c,30,,,"[23.9, 32.9]",4003744,0,0.0112868389,0.0119006252,-0.0006137863,0.0141466334,0.01220991,0.0019367235,0.0025505098,,,,0.449896,,,Right Foot,,"[32.1, 36.9]",,Ground Pass,,9.11,,,,48.0,Defensive third - Center - Forwards - Short - Ground Pass,0.9458324118,0.9617815018,Noah Dávid Gabriel Fenyö,318547.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Right Defensive Midfield,4,Ujpest,1033,"['cdb07b2e-15e1-5e34-85b4-511ed2fd52eb', 'b26fd449-4d15-5b69-a70d-ecabc439367f']",47,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:47.111,Pass,
,,,,,,,,,,,,,,,,,1.0803150000000024,,,,,,,,,,,,,,,bbf87b68-6652-44ee-a935-56268c244d4b,32,,,"[32.1, 36.9]",4003744,0,0.0111385817,0.0112868389,-0.0001482572,0.0126699293,0.0141466334,-0.0014767041,-0.0013284469,,,,-2.543545,,,Right Foot,,"[27.1, 33.5]",,Ground Pass,,6.07,,,,59.0,Midfield third - Left - Backwards - Short - Ground Pass,0.8199859677,0.9772139788,Tom Lacoux,68861.0,,,,,,,1,Regular Play,Noah Dávid Gabriel Fenyö,318547.0,Left Defensive Midfield,4,Ujpest,1033,['112ea59d-8c7d-5a23-8ed3-0e8adf07062c'],48,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:48.275,Pass,
,,,,,,,,,,,,,,,,,1.5842730000000012,,,,,,,,,,,,,,,7640f06e-34db-4ee3-8400-544616b3693f,35,,,"[27.1, 33.5]",4003744,0,0.0116925687,0.0111385817,0.000553987,0.0112600466,0.0126699293,-0.0014098827,-0.0019638697,,,,-1.313194,,,Right Foot,,"[31.8, 15.9]",,Ground Pass,,18.25,,,,21.0,Defensive third - Center - To left - Short - Ground Pass,0.7003093797,0.9804378748,Patrizio Stronati,27815.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Right Defensive Midfield,4,Ujpest,1033,"['827a4597-33a6-5a64-ae22-68ce0dc708cf', '1bb679a9-f98e-5c22-886b-c4151eedbea1']",49,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:49.356,Pass,
,,,,,,,,,,,,,,,,,3.287360999999997,,,,,,,,,,,,,,,ff5c20d8-5290-4cbd-beef-af5d77d5dea5,38,,,"[32.6, 15.9]",4003744,0,0.0121411178,0.0112908259,0.0008502919,0.012801066,0.011337257,0.0014638091,0.0006135171,,,,0.244838,,,Left Foot,,"[99.7, 32.7]",,High Pass,,69.14,,Incomplete,,10.0,Midfield third - Left - Forwards - Long - High Pass,0.6522276891,0.3677598834,Arne Maier,12411.0,,,Through Ball,True,,,1,Regular Play,Patrizio Stronati,27815.0,Left Center Back,4,Ujpest,1033,"['2a709910-2cef-55e1-ba3b-333ddc43a9f7', '951a9f32-d7a1-406e-80a6-4507389914e8', '1e417dcf-d898-5c9b-8837-0f5af513afdd']",52,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:00:52.645,Pass,
,,,,,,,,,,,,,,,,,2.371025999999998,,,,,,,,,,,,,,,f461bb86-a59b-449b-9410-fa365ca8d37a,43,,,"[23.0, 44.3]",4003744,0,0.014645746,0.0115396474,0.0031060986,0.0084783817,0.0121132871,-0.0036349054,-0.0067410041,,,,-1.567008,,,Right Foot,,"[23.1, 17.9]",,Ground Pass,,26.4,,,,6.0,Defensive third - Center - To left - Short - Ground Pass,0.7796710481,0.9952162504,Adrián Guerrero Aguilar,26142.0,,,,,,,1,Regular Play,Josua Antonio Mejías García,25035.0,Right Center Back,5,Debrecen,2206,"['d5d7d73b-5d1a-52c5-93f3-027f71074f99', '305fe366-d5dd-55d6-b6b3-c920b1d0ffd3']",58,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:00:58.359,Pass,
,,,,,,,,,,,,,,,,,0.08919600000000355,,,,,,,,,,,,,,,1bcfbe98-53eb-4617-b434-f1679429fdcf,46,,,"[23.1, 17.9]",4003744,1,0.0117104407,0.014645746,-0.0029353052,0.0036459195,0.0084783817,-0.0048324622,-0.0018971569,,,,0.214061,,,Left Foot,,"[25.4, 18.4]",,Low Pass,,2.35,,Incomplete,,50.0,Defensive third - Left - Forwards - Short - Ground Pass,0.9795613704,0.4538800716,,,,,,,,,1,Regular Play,Adrián Guerrero Aguilar,26142.0,Left Back,5,Debrecen,2206,"['acd8cff3-ec72-4aad-acf9-35c8a395433e', '77fb5eb0-7a63-46b1-b514-cadeedd2a153']",0,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:01:00.730,Pass,True
,,,,,,,,,,,,,,,,,1.3853289999999978,,,,,,,,,,,,,,,8409d0af-cc08-4bdb-a1f1-b06bd4b35e9f,48,,,"[11.4, 0.1]",4003744,1,0.01074488,0.0117104407,-0.0009655608,0.0072438344,0.0036459195,0.0035979149,0.0045634757,,,,0.463648,,,,,"[30.2, 9.5]",,High Pass,,21.02,,Incomplete,,,,,0.569799304,Bence Batik,404168.0,,,,,Throw-in,,1,From Throw In,Adrián Guerrero Aguilar,26142.0,Left Back,6,Debrecen,2206,"['6143eb6c-7740-4e8f-a294-82e1fb028b61', 'f3040999-8623-5149-9927-6bbbd0b86c2b']",15,,,,,,,,,,,,,,,,,,,,,,,,Debrecen,2206,00:01:15.735,Pass,
,,,,,,,,,,,,,,,,,1.3165290000000096,,,,,,,,,,,,,,,6143eb6c-7740-4e8f-a294-82e1fb028b61,50,,,"[89.9, 70.6]",4003744,1,0.0097142821,0.0036459195,0.0060683626,0.0102230227,0.0117104407,-0.0014874181,-0.0075557807,,,,-0.988734,,,Head,,"[92.2, 67.1]",,High Pass,,4.2,,Incomplete,,31.0,Attacking third - Right - To left - Short - Ground Pass,0.3531839078,0.4212100208,,,,,,,Recovery,,1,From Throw In,Aljoša Matko,101803.0,Right Midfield,6,Debrecen,2206,"['8409d0af-cc08-4bdb-a1f1-b06bd4b35e9f', 'a4259a35-7691-487a-95c1-77ecfdedb8a9']",17,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:17.120,Pass,
,,,,,,,,,,,,,,,,,0.2396359999999986,,,,,,,,,,,,,,,a529d1b5-71d4-44c2-a735-65b1ab45439d,55,,,"[77.6, 76.2]",4003744,1,0.0091773635,0.0088385371,0.0003388263,0.0183360018,0.0182995927,3.64091e-05,-0.0003024172,,,,-0.783543,,,Left Foot,,"[80.3, 73.5]",,Ground Pass,,3.81,,Incomplete,,51.0,Midfield third - Right - To left - Short - Ground Pass,0.9422772488,0.8008139729,Aljoša Matko,101803.0,,,,,,,1,From Throw In,Aljoša Matko,101803.0,Right Midfield,6,Debrecen,2206,"['746d4f96-0179-5642-a826-1de450738bf7', '2a4cfe62-323e-4c4d-a480-43717f107624']",22,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:22.063,Pass,
,,,,,,,,,,,,,,,,,0.8034640000000072,,,,,,,,,,,,,,,c4c7705f-ddae-4f68-afe6-283d28c2b176,60,,,"[74.4, 73.8]",4003744,1,0.0097676367,0.0091127073,0.0006549293,0.0150332218,0.018293675,-0.0032604532,-0.0039153825,,,,-2.768605,,,Right Foot,,"[69.8, 72.0]",,Ground Pass,,4.94,,,,3.0,Attacking third - Right - Backwards - Short - Ground Pass,0.8092854862,0.9473822117,Noah Dávid Gabriel Fenyö,318547.0,,,,,,,1,Regular Play,Tom Lacoux,68861.0,Right Defensive Midfield,7,Ujpest,1033,"['595320f5-68b4-5cfb-abc3-079bef68ccc6', '0c554829-1897-57e8-94de-489c0546f4c2']",23,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:23.361,Pass,
,,,,,,,,,,,,,,,,,1.6237229999999978,,,,,,,,,,,,,,,66de02ef-ad2d-4722-a49b-4b2728f2c93a,64,,,"[69.8, 72.0]",4003744,1,0.009859046,0.0097676367,9.14093e-05,0.0209508371,0.0150332218,0.0059176153,0.0058262059,,,,-1.428768,,,Right Foot,,"[71.3, 61.4]",,Ground Pass,,10.74,,,,51.0,Midfield third - Right - To left - Short - Ground Pass,0.9530400105,0.8439748883,Ábel György Krajcsovics,446356.0,,,,,,,1,Regular Play,Noah Dávid Gabriel Fenyö,318547.0,Left Defensive Midfield,7,Ujpest,1033,"['72d595df-da26-5e89-8e1b-1d6aa5582fed', 'e9d35e15-31ce-48a0-bb29-4efc568984f4', '0785fbe8-519b-51be-85f6-1b669ccf980b']",24,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:24.165,Pass,True
,,,,,,,,,,,,,,,,,1.620680999999997,,,,,,,,,,,,,,,8b6dae52-0990-44b1-8fa6-1f68b4c41677,66,,,"[71.3, 61.4]",4003744,1,0.0092260009,0.009859046,-0.0006330451,0.0183806047,0.0209508371,-0.0025702324,-0.0019371873,,,,-2.204542,,,Left Foot,,"[56.6, 41.4]",,Ground Pass,,24.81,,,,18.0,Midfield third - Right - To left - Short - Ground Pass,0.9751111741,0.9866529107,Bence Gergényi,404242.0,,,,,,,1,Regular Play,Ábel György Krajcsovics,446356.0,Left Midfield,7,Ujpest,1033,['21b34bfe-b647-5561-a420-bf45703f9c08'],25,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:25.788,Pass,
,,,,,,,,,,,,,,,,,1.734697,,,,,,,,,,,,,,,0d67ad12-849e-438f-9e13-d90b7db03184,69,,,"[56.6, 41.4]",4003744,1,0.0111766653,0.0092260009,0.0019506644,0.0148101691,0.0183806047,-0.0035704356,-0.0055211,,,,2.274203,,,Left Foot,,"[48.7, 50.8]",,Ground Pass,,12.26,,,,22.0,Midfield third - Center - To right - Short - Ground Pass,0.9948501054,0.9841029644,Patrizio Stronati,27815.0,,,,,,,1,Regular Play,Bence Gergényi,404242.0,Left Back,7,Ujpest,1033,"['67688e0e-68f1-51dd-95c8-28f7ed0edaf3', 'b8ddafe6-1e74-552d-a481-f8c594e45d38']",27,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:27.409,Pass,
,,,,,,,,,,,,,,,,,2.6647909999999975,,,,,,,,,,,,,,,9c78a2dc-09f8-449b-ac9f-caee145ed0a8,73,,,"[48.7, 50.8]",4003744,1,0.0121502317,0.0111766653,0.0009735664,0.0109037412,0.0148101691,-0.0039064279,-0.0048799943,,,,-2.862542,,,Right Foot,,"[18.8, 42.2]",,Ground Pass,,31.11,,,,5.0,Defensive third - Right - Backwards - Short - Ground Pass,0.9985936103,0.9928542972,Dávid Banai,404208.0,,,,,,,1,Regular Play,Patrizio Stronati,27815.0,Left Center Back,7,Ujpest,1033,"['a46271d3-2dcf-58f6-9e5a-f47fa28bba90', '3bd1d743-d5b5-5705-92e9-aa2299448236', '478db38e-ac44-4a94-aae3-cf6cdd726246']",29,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:29.144,Pass,True
,,,,,,,,,,,,,,,,,1.363574999999997,,,,,,,,,,,,,,,804f1dde-c2e0-4169-87e9-b29c9e770d2c,76,,,"[17.3, 44.2]",4003744,1,0.011863105,0.0110609448,0.0008021602,0.011505492,0.0108015658,0.0007039262,-9.8234e-05,,,,1.147218,,,Right Foot,,"[23.0, 56.8]",,Ground Pass,,13.84,,,,33.0,Defensive third - Center - To right - Short - Ground Pass,0.9943192286,0.9905105233,João Aniceto Grandela Nunes,7977.0,,,,,,,1,Regular Play,Dávid Banai,404208.0,Goalkeeper,7,Ujpest,1033,"['a28794b0-bd8d-55ea-ac54-8e7d6c7be270', '69f1f55b-1091-56bb-a58a-477ee745e3d7']",34,,,,,,,,,,,,,,,,,,,,,,,,Ujpest,1033,00:01:34.188,Pass,
